station_code;name;latitude;longitude;capacity;is_installed;is_renting;is_returning;town
21505;Édouard Vaillant - Place Jean Jaurès;48.86265538;2.208903732;24;1;1;1;Suresnes
14134;Château - Place de Catalogne;48.83680554;2.3185293;33;1;1;1;Paris
2016;Aboukir - Alexandrie;48.86868344;2.350204327;21;1;1;1;Paris
17021;Jouffroy d'Abbans - Villiers;48.88421555;2.305653356;34;1;1;1;Paris
33020;Waldeck Rochet - Germaine Tillon;48.9110596;2.367630154;31;1;1;1;Aubervilliers
22601;Marx Dormoy - Château Sainte-Barbe;48.79178234;2.297856845;22;1;1;1;Fontenay-aux-Roses
9039;Chaussée d'Antin - Haussmann;48.87243;2.33359;28;1;1;1;Paris
42018;Amédée Huon - Fort d'Ivry;48.80513138;2.388489693;31;1;1;1;Ivry-sur-Seine
32019;Place du 8 mai 1945;48.93888227;2.35662438;30;1;1;1;Saint-Denis
5003;Le Goff - Gay-Lussac;48.8461024;2.341220789;35;1;1;1;Paris
23101;Grande Rue - Europe;48.82181047;2.205879875;25;1;1;1;Sèvres
6007;Bréa - Raspail;48.84273848;2.329794222;24;1;1;1;Paris
2009;Filles Saint-Thomas - Place de la Bourse;48.86889989;2.339754385;58;1;1;1;Paris
3007;Archives - Pastourelle;48.8623615;2.3595041;28;1;1;1;Paris
1018;Alger - Rivoli;48.86477355;2.329449394;21;1;1;1;Paris
35005;Quai de l'Aisne - Général Leclerc;48.895713;2.400571;27;1;1;1;Pantin
1116;Ventadour - Opéra;48.86681065;2.334388448;27;1;1;1;Paris
48007;Parc Départemental des Hautes-Bruyères;48.7934579;2.350901216;30;1;1;1;Villejuif
27001;Square Victor Basch;48.91430486;2.228915691;20;1;1;1;Colombes
27006;Victor Hugo - Gare;48.92313395;2.260097042;22;1;1;1;Colombes
15040;Saint-Amand - Labrouste;48.83409727;2.308767736;36;1;1;1;Paris
12166;Parc Floral du Bel Air;48.83928571;2.438560165;25;1;1;1;Paris
12164;Stade Pershing;48.82910783;2.458353527;26;1;1;1;Paris
1015;Place André Malraux;48.86392516;2.335622683;19;1;0;0;Paris
6026;Saint-Placide - Cherche Midi;48.84905359;2.325317971;66;1;1;1;Paris
16010;Belles Feuilles - Place de Mexico;48.86580475;2.282920629;23;1;1;1;Paris
1023;Saint-Honoré - Musée du Louvre;48.86344313;2.334878185;22;1;1;1;Paris
21119;Belfort - Victor Hugo;48.9018492;2.3172724;24;1;1;1;Clichy
48008;Guy Môquet - Parvis Georges Marchais;48.7951884;2.359434664;30;1;1;1;Villejuif
2102;Saint-Marc - Feydeau;48.87031066;2.341979183;37;1;1;1;Paris
28005;Jean Jaurès - Paul Lafargue;48.88493318;2.248448879;28;1;1;1;Puteaux
9019;Victor Massé - Jean-Baptiste Pigalle;48.88110437;2.336695567;18;1;1;1;Paris
31020;Résistance - Parmentier;48.85965138;2.436705083;35;1;1;1;Montreuil
23042;André Theuriet - Blagis;48.77977326;2.313052565;30;1;1;1;Bourg-la-Reine
16139;Suresnes - Muette à Neuilly;48.8685704;2.266000919;30;1;1;1;Paris
42019;Lampes;48.81152482;2.401793115;43;1;1;1;Ivry-sur-Seine
18112;Arthur Ranc - Hôpital Bichat;48.89787125;2.333521843;26;1;1;1;Paris
32020;Jules Guesdes - Carnot;48.9382817;2.350899205;16;1;1;1;Saint-Denis
10201;Magenta - Chabrol;48.87649535;2.356099002;24;1;1;1;Paris
2020;Danielle Casanova - Opéra;48.86764324;2.333389409;20;1;1;1;Paris
42028;Verdun - Carnot;48.80843938;2.373795211;28;1;1;1;Ivry-sur-Seine
19046;Porte de Pantin.;48.88919973;2.39501819;33;1;1;1;Paris
1013;Place du Palais Royal;48.86238297;2.338482253;67;1;1;1;Paris
1024;Coquillière - Louvre;48.86379591;2.342573628;21;1;1;1;Paris
22603;Place de la Division Leclerc;48.79382499;2.273114043;35;1;1;1;Fontenay-aux-Roses
12016;Saint-Mande - Picpus;48.84512773;2.40156863;35;1;1;1;Paris
12113;Cardinal Lavigerie;48.83293419;2.402636749;46;1;1;1;Paris
20048;Bagnolet - Place Saint-Blaise;48.85973;2.40334;28;1;1;1;Paris
2006;Place des Victoires;48.8660354;2.3420333;24;1;1;1;Paris
23303;Gare de Robinson;48.77992592;2.281828634;30;1;1;1;Sceaux
2109;Réaumur - Montmartre;48.868231;2.343826034;19;1;0;0;Paris
15018;Dutot - Place Alleray;48.83682609;2.30717011;56;1;1;1;Paris
1008;Les Halles - Saint-Eustache;48.86362696;2.342623919;32;1;1;1;Paris
45004;République - Louis Loucheur;48.82354926;2.510186546;37;1;1;1;Champigny-sur-Marne
44004;Place de l'Eglise - Vitry-sur-Seine;48.79192282;2.395057753;28;1;1;1;Vitry-sur-Seine
23202;Henri Barbusse - Gabriel Péri;48.8017738;2.287416636;27;1;1;1;Châtillon
20010;Sorbier - Gasnier-Guy;48.86521763;2.393659651;34;1;1;1;Paris
13049;Vincent Auriol - Louise Weiss;48.83400194;2.370388806;22;1;1;1;Paris
19118;Simon Bolivar - Henri Turot;48.876887;2.374454;22;1;1;1;Paris
6015;André Mazet - Saint-André des Arts;48.85375581;2.339095809;55;1;1;1;Paris
21011;Silly - Louis Blériot;48.83219045;2.234019935;23;1;1;1;Boulogne-Billancourt
20142;Mûriers - Père Lachaise;48.86413051;2.391649821;20;1;1;1;Paris
23104;Quai de Sèvres - Manufacture Nationale;48.828688;2.22499;28;1;1;1;Sèvres
51008;Martyrs de Châteaubriant - Jean Grandel;48.951432;2.211214;38;1;1;1;Argenteuil
23301;Les Blagis;48.785205;2.302526;27;1;1;1;Sceaux
25007;Bons Raisins - Voltaire;48.87282451;2.194715557;24;1;1;1;Rueil-Malmaison
44008;Youri Gagarine - Commune de Paris;48.78242746;2.39397347;33;1;1;1;Vitry-sur-Seine
8104;Chateaubriand - Friedland;48.87401448;2.299916258;0;1;0;0;Paris
10166;Strasbourg - Saint-Denis;48.86960164;2.354290858;16;1;1;1;Paris
32012;Carrefour Pleyel;48.92034157;2.343854383;36;1;1;1;Saint-Denis
34013;Blanqui - Docteur Bauer;48.90773549;2.340719281;28;1;1;1;Saint-Ouen-sur-Seine
19114;Manin - Secrétan;48.8791665;2.3787959;20;1;1;1;Paris
42210;Victor Hugo - Paul Eluard;48.81960255;2.411431967;32;1;1;1;Charenton-le-Pont
24004;Paix - Verdun;48.900504;2.261173;35;1;1;1;Courbevoie
20140;Paganini - Davout;48.85135;2.412021;22;1;1;1;Paris
8040;Pierre Charron - Champs-Elysées;48.87010336;2.304350138;32;1;1;1;Paris
48012;Stalingrad - Henri Luisette;48.78363092;2.366935947;26;1;1;1;Villejuif
19006;Mathis - Flandre;48.89064299;2.376255468;55;1;1;1;Paris
42022;Gare RER - Maurice Grandcoing;48.813881;2.392429;37;1;1;1;Ivry-sur-Seine
13024;Bobillot - Tolbiac;48.82559613;2.350204177;33;1;1;1;Paris
2022;Saint-Fiacre - Poissonière;48.87082891;2.34592136;35;1;1;1;Paris
23041;Général Leclerc - Bièvre;48.78241443;2.316669524;25;1;1;1;Bourg-la-Reine
17020;Jouffroy d'Abbans - Malesherbes;48.8850134;2.3070717;27;1;1;1;Paris
13116;Place du Docteur Yersin;48.82010495;2.372558378;50;1;1;1;Paris
23206;Béranger - Félix Faure;48.80404829;2.284826337;28;1;1;1;Châtillon
48006;Maxime Gorki - Paul Vaillant-Couturier;48.79673509;2.368334234;20;1;1;1;Villejuif
13051;Halle Freyssinet - Parvis Alan Turing;48.83284681;2.371142171;23;1;1;1;Paris
18016;Francoeur - Caulaincourt;48.88999444;2.342529707;34;1;1;1;Paris
10202;Bichat - Grange aux Belles;48.873688;2.365015;30;1;1;1;Paris
19117;Euryale Dehaynin - Loire;48.88624892;2.377459109;30;1;1;1;Paris
23703;Gare de Chaville Rive Gauche;48.8051603;2.188277207;18;1;1;1;Chaville
34010;Hôtel de Ville de Saint-Ouen;48.91138019;2.334007681;48;1;1;1;Saint-Ouen-sur-Seine
5027;Gobelins - Port-Royal;48.8371359;2.351520136;40;1;1;1;Paris
15053;Lecourbe - Convention;48.83923319;2.291519791;46;1;1;1;Paris
42024;Danielle Casanova - Ledru-Rollin;48.8157835;2.383259721;28;1;1;1;Ivry-sur-Seine
10003;Hauteville - Bonne Nouvelle;48.87077436;2.349649637;17;1;1;1;Paris
21704;Place du Maréchal de Lattre de Tassigny;48.82170772;2.285343149;27;1;1;1;Vanves
15041;Franquet - Labrouste;48.83287705;2.306762785;37;1;1;1;Paris
19121;Belleville -  Pré Saint-Gervais;48.87556591;2.393046096;21;1;1;1;Paris
11022;Roquette - Auguste Laurent;48.85800191;2.381797703;16;1;1;1;Paris
18135;Ney - Porte de Montmartre;48.897918;2.3364872;24;1;1;1;Paris
13028;Gouthière - Poterne des Peupliers;48.820507;2.351342;33;1;1;1;Paris
34011;Clef des Champs - Albert Dhalenne;48.914938;2.330665;28;1;1;1;Saint-Ouen-sur-Seine
30003;Moscou - Edouard Vaillant;48.9075581;2.468983734;0;0;0;0;Bobigny
24101;Place Charles de Gaulle;48.82654572;2.189258874;24;1;1;1;Ville-d'Avray
20110;Gambetta - Tourelles;48.8753379;2.405992113;20;1;1;1;Paris
12123;Château de Vincennes;48.84423193;2.439209538;52;1;1;1;Paris
42303;Place Eustache Deschamps;48.793855;2.336637;20;1;1;1;Cachan
21002;Place Denfert-Rochereau;48.84325254;2.245987952;20;1;1;1;Boulogne-Billancourt
48002;LCL Campus - Place Oscar Niemeyer;48.80534248;2.363983691;37;1;1;1;Villejuif
8018;Saint-Augustin;48.87620097;2.319786251;31;1;1;1;Paris
35013;Guillaume Tell - Parc Henri Barbusse;48.88958926;2.419886291;20;1;1;1;Pantin
13015;Chevaleret - Louise Weiss;48.83258651;2.371211388;35;1;1;1;Paris
20020;Pyrénées - Charles Renouvier;48.86095933;2.400421852;29;1;1;1;Paris
15069;Félix Faure - Convention;48.84124934;2.288386601;44;1;1;1;Paris
12008;Hector Malot - Daumesnil;48.84693553;2.377087623;54;1;1;1;Paris
11111;Léon Frot - Charonne;48.8549638;2.387217085;19;1;1;1;Paris
14004;Port Royal - Hôpital Cochin;48.83837323;2.340717874;23;1;1;1;Paris
13006;Duméril - Jeanne d'Arc;48.83815161;2.35710845;40;1;1;1;Paris
20032;Square des Amandiers;48.86615631;2.389132418;12;1;1;1;Paris
12119;Dom-Pérignon - Gravelle;48.82548157;2.40988031;50;1;1;1;Paris
14035;Maine - Jean Zay;48.83792526;2.322542891;50;1;1;1;Paris
15012;Cambronne - Mademoiselle;48.84327733;2.302307669;67;1;1;1;Paris
16025;Jean de la Fontaine - Boulainvilliers;48.85264791;2.275866419;68;1;1;1;Paris
20003;Pyrénées - Cours de Vincennes;48.84779678;2.406172156;21;1;1;1;Paris
6025;Assas - Rennes;48.8492085;2.328514546;32;1;1;1;Paris
15024;Suffren - La Motte-Piquet;48.85088123;2.30122;23;1;1;1;Paris
18021;Marcadet - Ramey;48.890875;2.3449019;21;1;1;1;Paris
9025;Taitbout - Châteaudun;48.87638397;2.335356678;39;1;1;1;Paris
20013;Alexandre Dumas - Place de la Réunion;48.85533711;2.399770369;45;1;1;1;Paris
21022;Dôme - République;48.832681;2.250257;25;1;1;1;Boulogne-Billancourt
7023;Bourdonnais - Tour Eiffel;48.8608978;2.295599598;60;1;1;1;Paris
18010;Riquet - Marx Dormoy;48.89021004;2.360175624;29;1;1;1;Paris
15045;Porte de la Plaine;48.8280517;2.292427719;35;1;1;1;Paris
8052;Balzac - Champs Elysées;48.87269964;2.300195396;30;1;1;1;Paris
15027;Duhamel - André Gide;48.83656622;2.312707121;20;1;1;1;Paris
41103;Place de la vache noire;48.81040517;2.327060401;25;1;1;1;Arcueil
31105;Lavoisier - Missak Manouchian;48.86286469;2.495676465;18;1;1;1;Rosny-sous-Bois
41602;Place Charles Digeon;48.84354203;2.418427169;32;1;1;1;Saint-Mandé
17117;Pereire - Saussure;48.88822908;2.310129628;32;1;1;1;Paris
13036;Olympiades;48.82676467;2.365086079;36;1;1;1;Paris
8046;Marceau - Président Wilson;48.8652359;2.3002513;32;1;1;1;Paris
14027;Gergovie - Alésia;48.83088717;2.318882101;36;1;1;1;Paris
20014;Charonne - Alexandre Dumas;48.85607742;2.394869328;35;1;1;1;Paris
11014;Place de la Nation - Taillebourg;48.8488408;2.3973043;47;1;1;1;Paris
17110;Legendre - Nollet;48.88774219;2.32029308;30;1;1;1;Paris
41605;Général De Gaulle - Vivien;48.8360742;2.418916672;22;1;1;1;Saint-Mandé
22404;Pierre Brossolette - 12 Février 1934;48.81769624;2.307612374;25;1;1;1;Malakoff
20012;Buzenval - Vignoles;48.85385817;2.400004081;17;1;1;1;Paris
8007;Rome - Provence;48.87423006;2.325570112;30;1;1;1;Paris
19119;Edouard Pailleron - Bouret;48.88059769;2.376949489;27;1;1;1;Paris
31701;Mairie de Bagnolet;48.86842132;2.417958789;28;1;1;1;Bagnolet
13120;Pierre Joseph Desault;48.82110231;2.378775403;19;1;1;1;Paris
5033;Saint-Séverin - Saint-Michel;48.85273131;2.344092764;30;1;1;1;Paris
12102;Bercy - Traversiére;48.84619264;2.370380089;30;1;1;1;Paris
17006;Guy Môquet - Compoint;48.89213559;2.323219478;36;1;1;1;Paris
24005;Edith Cavell - Volta;48.90161656;2.269354351;33;1;1;1;Courbevoie
20005;Reynaldo Hahn - Lagny;48.84926604;2.412330329;19;1;1;1;Paris
43007;Hôtel de Ville de Vincennes;48.8482761;2.43989557;27;1;1;1;Vincennes
21207;Verdier - République;48.81540377;2.31739372;29;1;1;1;Montrouge
22701;Hispano Suiza - Parc des Bruyères;48.91588507;2.26823067;0;0;0;0;Bois-Colombes
12122;Bois de Vincennes - Polygone;48.83544492;2.431421081;51;1;1;1;Paris
15050;Dominique Pado - Croix Nivert;48.83648798;2.289725058;22;1;1;1;Paris
21205;Arthur Auger - Jean Jaurès;48.81373645;2.306927741;26;1;1;1;Montrouge
14009;Tombe Issoire - René Coty;48.83051288;2.334361374;36;1;1;1;Paris
16023;Passy - Place du Costa Rica;48.8584893;2.2839655;33;1;1;1;Paris
16017;Siam - La Pompe;48.86172033;2.275346569;16;1;1;1;Paris
16033;Marché d'Auteuil;48.84842761;2.265253821;32;1;1;1;Paris
16116;George Sand - Jean de La Fontaine;48.84986919;2.268257388;29;1;1;1;Paris
13055;M.- A. Lagroua Weill-Hallé -  F. Dolto;48.82859528;2.380220606;60;1;1;1;Paris
25004;Marcel Pourtout - Édouard Manet;48.87555621;2.165596783;24;1;1;1;Rueil-Malmaison
11029;Ménilmontant - Oberkampf;48.86661766;2.38301344;40;1;1;1;Paris
12022;Sahel - Général Michel Bizot;48.84087296;2.404444478;33;1;1;1;Paris
22014;Victor Hugo - Bineau;48.88758226;2.278389037;25;1;1;1;Neuilly-sur-Seine
14005;René Coty - Place Denfert-Rochereau;48.83305648;2.332941145;36;1;1;1;Paris
6004;Regard - Rennes;48.8473854;2.326855548;46;1;1;1;Paris
21023;Ancienne Mairie - André Morizet;48.838311;2.234077;25;1;1;1;Boulogne-Billancourt
20106;Mairie du 20ème;48.86530232;2.399066985;27;1;1;1;Paris
21021;Enfants du Paradis - Peupliers;48.83312269;2.257145941;40;1;1;1;Boulogne-Billancourt
21027;Fief - République;48.83170888;2.25577198;25;1;1;1;Boulogne-Billancourt
42205;Place Aristide Briand;48.82189237;2.413003743;35;1;1;1;Charenton-le-Pont
15044;Dantzig - Lefebvre;48.83013922;2.295934036;33;1;1;1;Paris
43004;Montreuil - République;48.85026349;2.434520423;25;1;1;1;Vincennes
12040;Porte de Charenton;48.83124011;2.398910746;67;1;1;1;Paris
7010;Constantine - Université;48.86068047;2.314848196;65;1;1;1;Paris
25002;Hôtel de Ville de Rueil-Malmaison;48.878194;2.181724;20;1;1;1;Rueil-Malmaison
19102;Rampal - Belleville;48.8730216;2.379910983;17;1;1;1;Paris
13008;Place d'Italie - Soeur Rosalie;48.83190852;2.354694345;52;1;1;1;Paris
18101;Championnet.;48.8953643;2.3498166;22;1;1;1;Paris
6005;Montparnasse -  Square Ozanam;48.84331057;2.326524295;49;1;1;1;Paris
10031;Louis Blanc - Aqueduc;48.88203018;2.363561578;37;1;1;1;Paris
16022;Jean Bologne - Passy;48.85756689;2.280027395;19;1;1;1;Paris
6028;Quatre Vents - Carrefour de l'Odéon;48.85175137;2.338161695;37;1;1;1;Paris
20011;Pyrénées - Dagorno;48.85542577;2.405164316;20;1;1;1;Paris
15120;Colonel Pierre Avia;48.82968433;2.275342587;29;1;1;1;Paris
14025;Jacquier - Didot;48.82953336;2.318179272;30;1;1;1;Paris
11028;Guillaume Bertrand - République;48.86382517;2.380906377;38;1;1;1;Paris
11018;Saint-Maur - République;48.86418586;2.378317416;38;1;1;1;Paris
24007;Jean-Baptiste Charcot - Sainte-Geneviève;48.90310884;2.278892957;21;1;1;1;Courbevoie
21511;Marcel Monge - Marcel Dassault;48.86096385;2.22467333;46;1;1;1;Suresnes
19014;Lorraine - Jean Jaurès;48.8863865;2.3825772;19;1;1;1;Paris
19007;Flandre - Ourcq;48.89260159;2.379091568;30;1;1;1;Paris
15014;Volontaires - Vaugirard;48.8413205;2.308089017;34;1;1;1;Paris
6020;Place Saint-André des Arts;48.85288617;2.342654429;37;1;1;1;Paris
11016;Philippe-Auguste;48.85185349;2.393294536;48;1;1;1;Paris
13013;Saint-Marcel - Hôpital;48.83950442;2.360989417;21;1;1;1;Paris
15114;Pasteur - Cotentin;48.8389284;2.316356;33;1;1;1;Paris
19123;Metz - Marne;48.891163;2.3865705;33;1;1;1;Paris
15113;Arsonval - Falguière;48.8404004;2.313117867;25;1;1;1;Paris
21107;Bertrand Sincholle - Henri Barbusse;48.89925982;2.304229438;23;1;1;1;Clichy
19001;Crimée - Ourcq;48.89410414;2.372946088;56;1;1;1;Paris
8039;Colisée - Champs-Elysées;48.8704754;2.30761908;24;1;1;1;Paris
21007;Rond-Point Rhin et Danube;48.84045282;2.228022516;53;1;1;1;Boulogne-Billancourt
5031;Lacépède - Linné;48.84370355;2.35465128;54;1;1;1;Paris
21016;Point du Jour - Jean Jaurès;48.82875314;2.245911467;26;1;1;1;Boulogne-Billancourt
6009;Guynemer - Jardin du Luxembourg;48.8466127;2.3325478;36;1;1;1;Paris
5105;Geoffroy-Saint-Hilaire - Saint-Marcel;48.83907826;2.356877341;17;1;1;1;Paris
42027;Verdun - Pierre et Marie Curie;48.8128224;2.370710671;26;1;1;1;Ivry-sur-Seine
22007;Commandant Charcot - Bretteville;48.87530571;2.255846076;36;1;1;1;Neuilly-sur-Seine
16104;Paul Valery - Victor Hugo;48.87137406;2.288712859;35;1;1;1;Paris
12039;Général Michel Bizot - Claude Decaen;48.83481263;2.400927788;38;1;1;1;Paris
30005;Convention - Campus de Bobigny;48.91492006;2.417223807;0;0;0;0;Bobigny
13037;Ivry - Baudricourt;48.824696;2.363106074;20;1;1;1;Paris
30007;Pablo Picasso - Maurice Thorez;48.90688781;2.448932537;0;0;0;0;Bobigny
12017;Saint-Mandé - Docteur Arnold Netter;48.84462586;2.404946387;39;1;1;1;Paris
17036;Place Tristan Bernard;48.8791964;2.2915403;28;1;1;1;Paris
13023;Bobillot - Moulin des Prés;48.82865735;2.353020646;28;1;1;1;Paris
41304;Port - Maurice Chevalier;48.83202449;2.490271087;0;0;0;0;Nogent-sur-Marne
20033;Etienne Dolet - Place Maurice Chevalier;48.86798303;2.385140531;33;1;1;1;Paris
24010;Charles de Gaulle - Rue de l'Alma;48.89662059;2.25231324;28;1;1;1;Courbevoie
21033;Sèvres - Maréchal Juin;48.8324305;2.2292812;18;1;1;1;Boulogne-Billancourt
51007;Résistance - Romain Rolland;48.95087348;2.231019008;28;1;1;1;Argenteuil
8044;Alfred de Vigny - Place du Général Brocard;48.87836138;2.305254448;33;1;1;1;Paris
21112;Claude Debussy - Marc Bloch;48.91038818;2.311777174;56;1;1;1;Clichy
21510;Fontaine du Tertre - Calvaire;48.8702539;2.2187778;24;1;1;1;Suresnes
44009;Gare RER les Ardoines;48.78385636;2.407909372;49;1;1;1;Vitry-sur-Seine
1201;Perrault - Place du Louvre;48.86027357;2.341246842;16;0;0;0;Paris
10001;René Boulanger - Lancry;48.8685433;2.3600032;62;1;1;1;Paris
22703;Place Jean Mermoz;48.9220937;2.2718348;30;1;1;1;Bois-Colombes
8031;Jean Mermoz - Champs-Elysées;48.86968986;2.310732454;33;1;1;1;Paris
17050;Batignolles - Abel Truchet;48.8831039;2.323834749;28;1;1;1;Paris
20030;Ménilmontant - Père Lachaise;48.86328729;2.386994027;56;1;0;0;Paris
10028;Gare du Nord - Dunkerque;48.88042351;2.352763675;29;1;1;1;Paris
41101;Paul Doumer - Stalingrad;48.80651899;2.336888015;24;1;1;1;Arcueil
19018;Cité de la Musique;48.88879656;2.392581193;60;1;1;1;Paris
10151;Gare du Nord - Faubourg Saint-Denis;48.87961277;2.356840298;28;1;1;1;Paris
44010;8 Mai 1945 - 10 Juillet 1940;48.78456703;2.397903576;30;1;1;1;Vitry-sur-Seine
16140;Hippodrome de Longchamp;48.86413227;2.239905372;30;1;1;1;Paris
7007;Musée d'Orsay;48.85972616;2.325860448;65;1;1;1;Paris
21508;Georges Pompidou - Verdun;48.875481;2.232443;26;1;1;1;Suresnes
19045;Macdonald - Césaria Evora;48.89883;2.37933;67;1;0;0;Paris
20035;Pyrénées - Ménilmontant;48.86932685;2.395084575;26;1;1;1;Paris
41212;Nungesser - Santé;48.852335;2.448967;22;1;1;1;Fontenay-sous-Bois
15032;Félix Faure - Lourmel;48.83868902;2.281808183;58;1;1;1;Paris
34009;Dora Maar - Nadia Guendouz;48.90545242;2.322040647;30;1;1;1;Saint-Ouen-sur-Seine
20037;Gambetta - Saint Fargeau;48.87124461;2.40390569;24;1;1;1;Paris
13053;Chevaleret - Tolbiac;48.82941;2.375934;21;1;1;1;Paris
8003;Galilée - Vernet;48.87171588;2.298544496;17;1;1;1;Paris
9029;Saint-Lazare - Place d'Estienne d'Orves;48.8768345;2.3329067;39;1;1;1;Paris
22302;Gare RER - Général de Gaulle;48.93354844;2.306472654;41;1;1;1;Gennevilliers
18018;Carpeaux - Place Jacques Froment;48.8906542;2.3309428;19;1;1;1;Paris
45005;Stalingrad - Général de Gaulle;48.82345059;2.496506236;0;0;0;0;Champigny-sur-Marne
18045;Pierre Ginier - Clichy;48.8867667;2.326228;16;1;1;1;Paris
25010;Maréchal Leclerc de Hauteclocque - Marché Buzenval;48.858446;2.192077;30;1;1;1;Rueil-Malmaison
22507;Châteaudun - Place de la Liberté;48.9097083;2.245448648;26;1;1;1;La Garenne-Colombes
35021;Cartier Bresson - Denis Papin;48.902616;2.397814;32;1;1;1;Pantin
23201;Avenir;48.8103438;2.3003776;45;1;1;1;Châtillon
10025;Jemmapes - Ecluses Saint-Martin;48.87748519;2.366006747;15;1;1;1;Paris
22602;Place Henri Dunant - Gare RER;48.787543;2.2907628;31;1;1;1;Fontenay-aux-Roses
22305;Jean Jaurès - Place du Dr Roux;48.92756703;2.294733702;35;1;1;1;Gennevilliers
12105;Bercy - Villot;48.84179501;2.376785018;34;1;1;1;Paris
21320;Président Roosevelt - Rouget de Lisle;48.83047519;2.261613553;0;0;0;0;Issy-les-Moulineaux
15056;Place Balard;48.83639574;2.278419212;22;1;1;1;Paris
12165;Champs de Manoeuvre - Cartoucherie;48.835261;2.447974;20;1;1;1;Paris
17127;Porte de Clichy - Place des Nations Unies;48.89673726;2.310542999;40;1;1;1;Paris
21954;Val-Fleury;48.80767141;2.24072177;23;1;1;1;Meudon
17126;Hélène et François Missoffe - Emile Borel;48.89990654;2.321543992;32;1;1;1;Paris
12001;Bastille - Biscornet;48.85135578;2.369220033;62;1;1;1;Paris
34012;Bateliers - Quai de Seine;48.91581759;2.32395333;26;0;0;0;Saint-Ouen-sur-Seine
23203;Division Leclerc - Kléber;48.79866623;2.283375279;25;1;1;1;Châtillon
21514;Place de la Paix - Abbé Saint-Pierre;48.86462724;2.204757034;24;1;1;1;Suresnes
10038;Place du Colonel Fabien;48.87756832;2.369879186;27;1;1;1;Paris
31303;Simone Signoret - Paris;48.90360062;2.465406596;28;1;1;1;Noisy-le-Sec
32023;Guy Môquet - Jean Moulin;48.94093152;2.363949;30;1;1;1;Saint-Denis
10026;Gare de l'Est - Chateau Landon;48.879305;2.362424;59;1;1;1;Paris
11201;Faubourg St-Antoine - Place de la Nation;48.8487726;2.393606;16;1;1;1;Paris
17010;Jonquière - Docteur Paul Brousse;48.89479982;2.318705212;40;1;1;1;Paris
12106;Gare de Lyon - Roland Barthes;48.84395729;2.379088216;68;1;1;1;Paris
18023;Ordener - Poissonniers;48.89121389;2.351288666;35;1;1;1;Paris
22005;Charles de Gaulle - Madrid;48.88443227;2.260804474;22;1;1;1;Neuilly-sur-Seine
18026;Ruisseau - Ordener;48.89299463;2.340144888;35;1;1;1;Paris
23205;Parc des Pierrettes;48.7973062;2.2909969;23;1;1;1;Châtillon
18024;Clignancourt - Ordener;48.89145773;2.348636478;35;1;1;1;Paris
9035;Gare Saint-Lazare - Place de Budapest;48.877753;2.327339;44;1;1;1;Paris
8002;Gare Saint-Lazare - Cour du Havre;48.8756744;2.326559834;45;1;1;1;Paris
26008;Henri Barbusse - Bourguignons;48.91301723;2.273421227;34;1;1;1;Asnières-sur-Seine
4005;Quai des Célestins - Henri IV;48.8512971;2.3624535;14;1;1;1;Paris
26009;Marceau Delorme - Pierre Brossolette;48.91206063;2.295897424;28;1;1;1;Asnières-sur-Seine
34005;Adrien Lesesne - Docteur Bauer;48.90263867;2.348248063;30;1;1;1;Saint-Ouen-sur-Seine
34008;Garibaldi - Gabriel Péri;48.90574191;2.331604421;30;1;1;1;Saint-Ouen-sur-Seine
21302;Aristide Briand - Place de la Résistance;48.82124248;2.251100242;25;1;1;1;Issy-les-Moulineaux
31301;Gare RER;48.89624141;2.45957583;30;1;1;1;Noisy-le-Sec
23204;Roland Garros - Jean Bouin;48.80946086;2.285319864;28;1;1;1;Châtillon
9104;Caumartin - Provence;48.87442277;2.328468561;22;1;1;1;Paris
4104;Sebastopol - Rambuteau;48.86181809;2.350138128;16;1;1;1;Paris
13123;BNF - Bibliothèque Nationale de France;48.83502682;2.376015745;42;1;1;1;Paris
42004;Westermeyer - Paul Vaillant-Couturier;48.81911618;2.396663725;25;1;1;1;Ivry-sur-Seine
8004;Malesherbes - Place de la Madeleine;48.87040603;2.32324351;67;1;1;1;Paris
